state,party,last_name,user_screen_name,name,gender,state_abbrev,icpsr,born
Hawaii,D,HANABUSA,RepHanabusa,Colleen Hanabusa,female,HI,21124,1951
Idaho,R,LABRADOR,Raul_Labrador,Raul R. Labrador,male,ID,21125,1967
Idaho,R,SIMPSON,CongMikeSimpson,Michael K. Simpson,male,ID,29910,1950
Illinois,D,BUSTOS,RepCheri,Cheri Bustos,female,IL,21329,1961
Illinois,D,DAVIS,RepDannyDavis,Danny K. Davis,male,IL,29717,1941
Illinois,D,FOSTER,RepBillFoster,Bill Foster,male,IL,20749,1955
Illinois,D,GUTIERREZ,RepGutierrez,Luis V. Gutierrez,male,IL,29348,1953
Illinois,D,KELLY,RepRobinKelly,Robin L. Kelly,female,IL,21371,1956
Illinois,D,KRISHNAMOORTHI,CongressmanRaja,Raja Krishnamoorthi,male,IL,21730,1973
Illinois,D,LIPINSKI,RepLipinski,Daniel Lipinski,male,IL,20508,1966
Illinois,D,QUIGLEY,RepMikeQuigley,Mike Quigley,male,IL,20954,1958
Illinois,D,RUSH,RepBobbyRush,Bobby L. Rush,male,IL,29346,1946
Illinois,D,SCHAKOWSKY,janschakowsky,Janice D. Schakowsky,female,IL,29911,1944
Illinois,D,SCHNEIDER,RepSchneider,Bradley Scott Schneider,male,IL,21326,1961
Illinois,R,BOST,RepBost,Mike Bost,male,IL,21519,1960
Illinois,R,DAVIS,RodneyDavis,Rodney Davis,male,IL,21328,1970
Illinois,R,HULTGREN,RepHultgren,Randy Hultgren,male,IL,21129,1966
Illinois,R,KINZINGER,RepKinzinger,Adam Kinzinger,male,IL,21128,1978
Illinois,R,LAHOOD,RepLaHood,Darin LaHood,male,IL,21562,1968
Illinois,R,ROSKAM,PeterRoskam,Peter J. Roskam,male,IL,20715,1961
Illinois,R,SHIMKUS,RepShimkus,John Shimkus,male,IL,29718,1958
Indiana,D,CARSON,RepAndreCarson,Andre Carson,male,IN,20757,1974
Indiana,D,VISCLOSKY,RepVisclosky,Peter J. Visclosky,male,IN,15124,1949
Indiana,R,BANKS,RepJimBanks,Jim Banks,male,IN,21702,1979
Indiana,R,BROOKS,SusanWBrooks,Susan W. Brooks,female,IN,21331,1960
Indiana,R,BUCSHON,RepLarryBucshon,Larry Bucshon,male,IN,21132,1962
Indiana,R,HOLLINGSWORTH,RepTrey,Trey Hollingsworth,male,IN,21725,1983
Indiana,R,ROKITA,ToddRokita,Todd Rokita,male,IN,21131,1970
Indiana,R,WALORSKI,RepWalorski,Jackie Walorski,female,IN,21330,1963
Iowa,D,LOEBSACK,daveloebsack,David Loebsack,male,IA,20720,1952
Iowa,R,BLUM,RepRodBlum,Rod Blum,male,IA,21520,1955
Iowa,R,KING,SteveKingIA,Steve King,male,IA,20325,1949
Iowa,R,YOUNG,RepDavidYoung,David Young,male,IA,21521,1968
Kansas,R,ESTES,RepRonEstes,Ron Estes,male,KS,21750,1956
Kansas,R,MARSHALL,RogerMarshallMD,Roger W. Marshall,male,KS,21734,1960
Kentucky,D,YARMUTH,RepJohnYarmuth,John A. Yarmuth,male,KY,20723,1947
Kentucky,R,BARR,RepAndyBarr,Andy Barr,male,KY,21333,1973
Kentucky,R,COMER,JamesComer,James Comer,male,KY,21565,1972
Kentucky,R,MASSIE,RepThomasMassie,Thomas Massie,male,KY,31102,1971
Kentucky,R,ROGERS,RepHalRogers,Harold Rogers,male,KY,14854,1937
Louisiana,D,RICHMOND,RepRichmond,Cedric L. Richmond,male,LA,21137,1973
Louisiana,R,ABRAHAM,RepAbraham,Ralph Lee Abraham,male,LA,21522,1954
Louisiana,R,GRAVES,RepGarretGraves,Garret Graves,male,LA,21523,1972
Louisiana,R,HIGGINS,RepClayHiggins,Clay Higgins,male,LA,21724,1961
Louisiana,R,JOHNSON,RepMikeJohnson,Mike Johnson,male,LA,21727,1972
Louisiana,R,SCALISE,SteveScalise,Steve Scalise,male,LA,20759,1965
Maine,D,PINGREE,chelliepingree,Chellie Pingree,female,ME,20920,1955
Maine,R,POLIQUIN,RepPoliquin,Bruce Poliquin,male,ME,21524,1953
Maryland,D,BROWN,RepAnthonyBrown,Anthony G. Brown,male,MD,21707,1961
Maryland,D,BROWN,BrownforMD,Anthony G. Brown,male,MD,21707,1961
Maryland,D,CUMMINGS,RepCummings,Elijah E. Cummings,male,MD,29587,1951
Maryland,D,DELANEY,RepJohnDelaney,John K. Delaney,male,MD,21334,1963
Maryland,D,HOYER,LeaderHoyer,Steny H. Hoyer,male,MD,14873,1939
Maryland,D,RASKIN,RepRaskin,Jamie Raskin,male,MD,21741,1962
Maryland,D,RUPPERSBERGER,Call_Me_Dutch,C. A. Dutch Ruppersberger,male,MD,20329,1946
Maryland,D,SARBANES,RepSarbanes,John P. Sarbanes,male,MD,20724,1962
Maryland,R,HARRIS,RepAndyHarrisMD,Andy Harris,male,MD,21139,1957
Massachusetts,D,CLARK,RepKClark,Katherine M. Clark,female,MA,21375,1963
Massachusetts,D,KEATING,USRepKeating,William R. Keating,male,MA,21140,1952
Massachusetts,D,KENNEDY,joekennedy,Joseph P. Kennedy III,male,MA,21335,1980
Massachusetts,D,LYNCH,RepStephenLynch,Stephen F. Lynch,male,MA,20119,1955
Massachusetts,D,MCGOVERN,RepMcGovern,James P. McGovern,male,MA,29729,1959
Massachusetts,D,MOULTON,RepMoulton,Seth Moulton,male,MA,21525,1978
Massachusetts,D,NEAL,RepRichardNeal,Richard E. Neal,male,MA,15616,1949
Michigan,D,CONYERS,RepJohnConyers,"John Conyers, Jr.",male,MI,10713,1929
Michigan,D,DINGELL,RepDebDingell,Debbie Dingell,female,MI,21529,1953
Michigan,D,KILDEE,RepDanKildee,Daniel T. Kildee,male,MI,21372,1958
Michigan,D,LAWRENCE,RepLawrence,Brenda L. Lawrence,female,MI,21530,1954
Michigan,D,LEVIN,repsandylevin,Sander M. Levin,male,MI,15033,1931
Michigan,R,AMASH,justinamash,Justin Amash,male,MI,21143,1980
Michigan,R,BERGMAN,RepJackBergman,Jack Bergman,male,MI,21704,1947
Michigan,R,HUIZENGA,RepHuizenga,Bill Huizenga,male,MI,21142,1969
Michigan,R,MITCHELL,RepPaulMitchell,Paul Mitchell,male,MI,21737,1961
Michigan,R,MOOLENAAR,RepMoolenaar,John R. Moolenaar,male,MI,21526,1961
Michigan,R,TROTT,MIDaveTrott,David A. Trott,male,MI,21528,1960
Michigan,R,UPTON,RepFredUpton,Fred Upton,male,MI,15446,1953
Michigan,R,WALBERG,RepWalberg,Tim Walberg,male,MI,20725,1951
Minnesota,D,ELLISON,keithellison,Keith Ellison,male,MN,20727,1963
Minnesota,D,MCCOLLUM,BettyMcCollum04,Betty McCollum,female,MN,20122,1954
Minnesota,D,NOLAN,USRepRickNolan,Richard M. Nolan,male,MN,14263,1943
Minnesota,D,WALZ,RepTimWalz,Timothy J. Walz,male,MN,20726,1964
Minnesota,R,EMMER,RepTomEmmer,Tom Emmer,male,MN,21531,1961
Minnesota,R,PAULSEN,ErikPaulsen,Erik Paulsen,male,MN,20924,1965
Mississippi,D,THOMPSON,BennieGThompson,Bennie G. Thompson,male,MS,29368,1948
Mississippi,R,HARPER,GreggHarper,Gregg Harper,male,MS,20925,1956
Mississippi,R,KELLY,RepTrentKelly,Trent Kelly,male,MS,21561,1966
Mississippi,R,PALAZZO,CongPalazzo,Steven M. Palazzo,male,MS,21148,1970
Missouri,D,CLEAVER,repcleaver,Emanuel Cleaver,male,MO,20517,1944
Missouri,R,GRAVES,RepSamGraves,Sam Graves,male,MO,20124,1963
Missouri,R,HARTZLER,RepHartzler,Vicky Hartzler,female,MO,21149,1960
Missouri,R,LONG,USRepLong,Billy Long,male,MO,21150,1955
Missouri,R,LUETKEMEYER,RepBlaine,Blaine Luetkemeyer,male,MO,20926,1952
Missouri,R,SMITH,RepJasonSmith,Jason Smith,male,MO,21373,1980
Missouri,R,WAGNER,RepAnnWagner,Ann Wagner,female,MO,21337,1962
Nebraska,R,BACON,RepDonBacon,Don Bacon,male,NE,21701,1963
Nebraska,R,FORTENBERRY,JeffFortenberry,Jeff Fortenberry,male,NE,20518,1960
Nebraska,R,SMITH,RepAdrianSmith,Adrian Smith,male,NE,20729,1970
Nevada,D,KIHUEN,RepKihuen,Ruben J. Kihuen,male,NV,21729,1980
Nevada,D,ROSEN,SenJackyRosen,Jacky Rosen,female,NV,21743,1957
Nevada,D,TITUS,repdinatitus,Dina Titus,female,NV,20927,1950
Nevada,R,AMODEI,MarkAmodeiNV2,Mark E. Amodei,male,NV,21196,1958
New Hampshire,D,KUSTER,RepAnnieKuster,Ann M. Kuster,female,NH,21340,1956
New Hampshire,D,SHEA-PORTER,RepSheaPorter,Carol Shea-Porter,female,NH,20731,1952
New Jersey,D,COLEMAN,RepBonnie,Bonnie Watson Coleman,female,NJ,21538,1945
New Jersey,D,GOTTHEIMER,RepJoshG,Josh Gottheimer,male,NJ,21723,1975
New Jersey,D,NORCROSS,DonaldNorcross,Donald Norcross,male,NJ,21536,1958
New Jersey,D,PALLONE,FrankPallone,"Frank Pallone, Jr.",male,NJ,15454,1951
New Jersey,D,PASCRELL,BillPascrell,"Bill Pascrell, Jr.",male,NJ,29741,1937
New Jersey,D,PAYNE,RepDonaldPayne,"Donald M. Payne, Jr.",male,NJ,31103,1958
New Jersey,D,SIRES,RepSires,Albio Sires,male,NJ,20542,1951
New Jersey,R,LANCE,RepLanceNJ7,Leonard Lance,male,NJ,20929,1952
New Jersey,R,LOBIONDO,FrankLoBiondoNJ,Frank A. LoBiondo,male,NJ,29539,1946
New Jersey,R,MACARTHUR,RepTomMacArthur,Thomas MacArthur,male,NJ,21537,1960
New Mexico,D,GRISHAM,RepLujanGrisham,Michelle Lujan Grisham,female,NM,21341,1959
New York,D,CLARKE,RepYvetteClarke,Yvette D. Clarke,female,NY,20733,1964
New York,D,CROWLEY,JoeCrowleyNY,Joseph Crowley,male,NY,29925,1962
New York,D,ENGEL,RepEliotEngel,Eliot L. Engel,male,NY,15603,1947
New York,D,ESPAILLAT,RepEspaillat,Adriano Espaillat,male,NY,21715,1954
New York,D,HIGGINS,RepBrianHiggins,Brian Higgins,male,NY,20519,1959
New York,D,JEFFRIES,RepJeffries,Hakeem S. Jeffries,male,NY,21343,1970
New York,D,LOWEY,NitaLowey,Nita M. Lowey,female,NY,15612,1937
New York,D,MALONEY,RepSeanMaloney,Sean Patrick Maloney,male,NY,21344,1966
New York,D,MALONEY_L,RepMaloney,Carolyn B. Maloney,female,NY,29379,1946
New York,D,MEEKS,RepGregoryMeeks,Gregory W. Meeks,male,NY,29776,1953
New York,D,MENG,RepGraceMeng,Grace Meng,female,NY,21342,1975
New York,D,NADLER,RepJerryNadler,Jerrold Nadler,male,NY,29377,1947
New York,D,RICE,RepKathleenRice,Kathleen M. Rice,female,NY,21540,1965
New York,D,SERRANO,RepJoseSerrano,Jose E. Serrano,male,NY,29134,1943
New York,D,SLAUGHTER,louiseslaughter,Louise McIntosh Slaughter,female,NY,15444,1929
New York,D,SUOZZI,RepTomSuozzi,Thomas R. Suozzi,male,NY,21747,1962
New York,D,TONKO,RepPaulTonko,Paul Tonko,male,NY,20934,1949
New York,D,VELAZQUEZ,NydiaVelazquez,Nydia M. Velazquez,female,NY,29378,1953
New York,R,DONOVAN,RepDanDonovan,"Daniel M. Donovan, Jr.",male,NY,21560,1956
New York,R,FASO,RepJohnFaso,John J. Faso,male,NY,21716,1952
New York,R,KATKO,RepJohnKatko,John Katko,male,NY,21542,1962
New York,R,KING,RepPeteKing,Peter T. King,male,NY,29375,1944
New York,R,REED,TomReedNY23,Tom Reed,male,NY,21101,1971
New York,R,STEFANIK,RepStefanik,Elise M. Stefanik,female,NY,21541,1984
New York,R,TENNEY,RepTenney,Claudia Tenney,female,NY,21749,1961
New York,R,ZELDIN,RepLeeZeldin,Lee M. Zeldin,male,NY,21539,1980
North Carolina,D,ADAMS,RepAdams,Alma S. Adams,female,NC,21545,1946
North Carolina,D,BUTTERFIELD,GKButterfield,G. K. Butterfield,male,NC,20340,1947
North Carolina,D,PRICE,RepDavidEPrice,David E. Price,male,NC,15438,1940
North Carolina,R,BUDD,RepTedBudd,Ted Budd,male,NC,21708,1971
North Carolina,R,FOXX,virginiafoxx,Virginia Foxx,female,NC,20521,1943
North Carolina,R,HOLDING,RepHolding,George Holding,male,NC,21349,1968
North Carolina,R,HUDSON,RepRichHudson,Richard Hudson,male,NC,21346,1971
North Carolina,R,JONES,RepWalterJones,Walter B. Jones,male,NC,29546,1943
North Carolina,R,MCHENRY,PatrickMcHenry,Patrick T. McHenry,male,NC,20522,1975
North Carolina,R,MEADOWS,MarkMeadows,Mark Meadows,male,NC,21348,1959
North Carolina,R,PITTENGER,RepPittenger,Robert Pittenger,male,NC,21347,1948
North Carolina,R,ROUZER,DavidRouzer,David Rouzer,male,NC,21544,1972
North Carolina,R,WALKER,RepMarkWalker,Mark Walker,male,NC,21543,1969
North Dakota,R,CRAMER,SenKevinCramer,Kevin Cramer,male,ND,21350,1961
Ohio,D,BEATTY,RepBeatty,Joyce Beatty,female,OH,21352,1950
Ohio,D,FUDGE,RepMarciaFudge,Marcia L. Fudge,female,OH,20941,1952
Ohio,D,KAPTUR,RepMarcyKaptur,Marcy Kaptur,female,OH,15029,1946
Ohio,D,RYAN,RepTimRyan,Tim Ryan,male,OH,20343,1973
Ohio,R,CHABOT,RepSteveChabot,Steve Chabot,male,OH,29550,1953
Ohio,R,DAVIDSON,WarrenDavidson,Warren Davidson,male,OH,21564,1970
Ohio,R,GIBBS,RepBobGibbs,Bob Gibbs,male,OH,21165,1954
Ohio,R,JOHNSON,RepBillJohnson,Bill Johnson,male,OH,21162,1954
Ohio,R,JORDAN,Jim_Jordan,Jim Jordan,male,OH,20738,1964
Ohio,R,JOYCE,RepDaveJoyce,David P. Joyce,male,OH,21353,1957
Ohio,R,LATTA,boblatta,Robert E. Latta,male,OH,20755,1956
Ohio,R,RENACCI,RepJimRenacci,James B. Renacci,male,OH,21164,1958
Ohio,R,STIVERS,RepSteveStivers,Steve Stivers,male,OH,21163,1965
Ohio,R,TIBERI,PatTiberi,Patrick J. Tiberi,male,OH,20130,1962
Ohio,R,TURNER,RepMikeTurner,Michael R. Turner,male,OH,20342,1960
Ohio,R,WENSTRUP,RepBradWenstrup,Brad R. Wenstrup,male,OH,21351,1958
Oklahoma,R,COLE,TomColeOK04,Tom Cole,male,OK,20344,1949
Oklahoma,R,LUCAS,RepFrankLucas,Frank D. Lucas,male,OK,29393,1960
Oklahoma,R,MULLIN,RepMullin,Markwayne Mullin,male,OK,21355,1977
Oklahoma,R,RUSSELL,RepRussell,Steve Russell,male,OK,21546,1963
Oregon,D,BLUMENAUER,repblumenauer,Earl Blumenauer,male,OR,29588,1948
Oregon,D,BONAMICI,RepBonamici,Suzanne Bonamici,female,OR,21198,1954
Oregon,D,DEFAZIO,RepPeterDeFazio,Peter A. DeFazio,male,OR,15410,1947
Oregon,D,SCHRADER,RepSchrader,Kurt Schrader,male,OR,20944,1951
Oregon,R,WALDEN,repgregwalden,Greg Walden,male,OR,29932,1957
Pennsylvania,D,BOYLE,CongBoyle,Brendan F. Boyle,male,PA,21548,1977
Pennsylvania,D,BRADY,BobBradyPHL,Robert A. Brady,male,PA,29777,1945
Pennsylvania,D,CARTWRIGHT,RepCartwright,Matt Cartwright,male,PA,21358,1961
Pennsylvania,D,DOYLE,USRepMikeDoyle,Michael F. Doyle,male,PA,29561,1953
Pennsylvania,D,EVANS,RepDwightEvans,Dwight Evans,male,PA,21566,1954
Pennsylvania,D,LAMB,ConorLambPA,Conor Lamb,male,PA,21756,1984
Pennsylvania,R,BARLETTA,RepLouBarletta,Lou Barletta,male,PA,21171,1956
Pennsylvania,R,DENT,RepCharlieDent,Charles W. Dent,male,PA,20526,1960
Pennsylvania,R,FITZPATRICK,RepBrianFitz,Brian K. Fitzpatrick,male,PA,21718,1973
Pennsylvania,R,KELLY,MikeKellyPA,Mike Kelly,male,PA,21167,1948
Pennsylvania,R,PERRY,RepScottPerry,Scott Perry,male,PA,21356,1962
Pennsylvania,R,ROTHFUS,KeithRothfus,Keith J. Rothfus,male,PA,21357,1962
Pennsylvania,R,SMUCKER,RepSmucker,Lloyd Smucker,male,PA,21745,1964
Pennsylvania,R,THOMPSON,CongressmanGT,Glenn Thompson,male,PA,20946,1959
Rhode Island,D,CICILLINE,RepCicilline,David N. Cicilline,male,RI,21172,1961
Rhode Island,D,LANGEVIN,JimLangevin,James R. Langevin,male,RI,20136,1964
South Carolina,D,CLYBURN,WhipClyburn,James E. Clyburn,male,SC,39301,1940
South Carolina,R,DUNCAN,RepJeffDuncan,Jeff Duncan,male,SC,21174,1966
South Carolina,R,NORMAN,RalphNorman,Ralph Norman,male,SC,21753,1953
South Carolina,R,RICE,RepTomRice,Tom Rice,male,SC,21359,1957
South Carolina,R,SANFORD,RepSanfordSC,Mark Sanford,male,SC,29565,1960
South Carolina,R,WILSON,RepJoeWilson,Joe Wilson,male,SC,20138,1947
South Dakota,R,NOEM,govkristinoem,Kristi L. Noem,female,SD,21177,1971
Tennessee,D,COHEN,RepCohen,Steve Cohen,male,TN,20748,1949
Tennessee,D,COOPER,repjimcooper,Jim Cooper,male,TN,15019,1954
Tennessee,R,BLACK,RepDianeBlack,Diane Black,female,TN,21180,1951
Tennessee,R,BLACKBURN,MarshaBlackburn,Marsha Blackburn,female,TN,20351,1952
Tennessee,R,DESJARLAIS,DesJarlaisTN04,Scott DesJarlais,male,TN,21179,1964
Tennessee,R,DUNCAN,RepJohnDuncanJr,"John J. Duncan, Jr.",male,TN,15455,1947
Tennessee,R,FLEISCHMANN,RepChuck,"Charles J. ""Chuck"" Fleischmann",male,TN,21178,1962
Tennessee,R,KUSTOFF,RepDavidKustoff,David Kustoff,male,TN,21731,1966
